date,symbol,open,high,low,close,volume,RSI,EMA_50,EMA_200,MACD_12_26_9,MACDs_12_26_9,MACDh_12_26_9,BBM_20_2.0_2.0,BBU_20_2.0_2.0,BBL_20_2.0_2.0,BBB_20_2.0_2.0,BBP_20_2.0_2.0,avg_sentiment,Name,Market_Cap,AI_Score,Stability_Score,Sentiment_Rescaled,Safety_Index,Recommendation
2025-07-07 10:00:00,NSENG:PRESCO,1225.869561,1225.869561,1225.869561,1225.869561,190435.28726626,86.75078864353313,1062.1656942103025,972.8830231205545,81.99700966525847,77.63858383177892,4.358425833479558,1138.8755735,1418.781976296554,858.969170703446,49.154869822406276,0.6553983521470753,0.6167,Presco Plc,2.30T,3.929851525735837,26.498422712933746,80.83500000000001,16.081452576748042,SELL 🔴
2025-07-08 10:00:00,NSENG:PRESCO,1225.869561,1225.869561,1225.869561,1225.869561,47677.72025624,85.1063829787234,1068.5854536922513,975.4003021044297,76.70837067323919,77.45254120007098,-0.7441705268317946,1153.44085255,1418.506029280658,888.3756758193422,45.960774866722986,0.6366243377258064,0.6167,Presco Plc,2.30T,5.049468708574883,29.787234042553195,80.83500000000001,17.627904567053402,SELL 🔴
2025-07-09 10:00:00,NSENG:PRESCO,1225.869561,1225.869561,1225.869561,1225.869561,43113.32435474,85.1063829787234,1074.7534579003984,977.8925335362264,71.69068062908445,76.30016908587368,-4.609488456789222,1168.0061316,1413.7397220429148,922.272541157085,42.07744870419393,0.6177361004975062,0.6167,Presco Plc,2.30T,3.2234250757153617,29.787234042553195,80.83500000000001,16.71488275062364,SELL 🔴
2025-07-10 10:00:00,NSENG:PRESCO,1225.869561,1225.869561,1225.869561,1225.869561,55890.21310237,80.64516129032258,1080.679579590579,980.3599666453188,66.94245417706497,74.42862610411194,-7.486171927046968,1180.98066345,1408.6261006288503,953.3352262711497,38.55193302044919,0.5985938881672662,0.6167,Presco Plc,2.30T,3.6618199775654356,38.70967741935485,80.83500000000001,19.61081321458917,SELL 🔴
2025-07-11 10:00:00,NSENG:PRESCO,1225.869561,1225.869561,1225.869561,1225.869561,110174.13703447,60.74766355140182,1086.3733043517327,982.8028481811863,62.45945676676956,72.03479223664347,-9.575335469873906,1193.30895425,1400.7790853565186,985.8388231434812,34.772240729043155,0.5784705889381322,0.6167,Presco Plc,2.30T,2.6330884789540536,78.50467289719636,80.83500000000001,46.034946108635936,HOLD 🟡
2025-07-14 10:00:00,NSENG:PRESCO,1225.869561,1225.869561,1225.869561,1225.869561,73696.18503808,0.0,1091.8437457889197,985.2214224380899,58.2353481773157,69.27490342477792,-11.039555247462218,1205.6372450499998,1387.2560135713443,1024.0184765286554,30.128261094623436,0.5556999590811078,0.6167,Presco Plc,2.30T,3.1139110173911733,0.0,80.83500000000001,32.72395550869559,SELL 🔴
2025-07-16 10:00:00,NSENG:PRESCO,1225.869561,1225.869561,1225.869561,1225.869561,115588.44799475,0.0,1097.099660110923,987.615931279502,54.262210699227126,66.27236487966776,-12.010154180440637,1217.2198730999999,1369.1950942569213,1065.2446519430785,24.970874123156218,0.5284575598382216,0.6167,Presco Plc,2.30T,3.1139110173911733,0.0,80.83500000000001,32.72395550869559,SELL 🔴
2025-07-17 10:00:00,NSENG:PRESCO,1225.869561,1225.869561,1225.869561,1225.869561,367003.38054972,0.0,1102.1494601457887,989.986614162293,50.53098092922369,63.12408808957895,-12.59310716035526,1227.0626214,1350.5421903737063,1103.5830524262935,20.12604195095179,0.49516899674206843,0.6167,Presco Plc,2.30T,3.1139110173911733,0.0,80.83500000000001,32.72395550869559,SELL 🔴
2025-07-18 10:00:00,NSENG:PRESCO,1257.684505,1257.684505,1257.684505,1257.684505,1944867.16682575,43.243243243243214,1108.2488736694834,992.6502747676434,49.569745378033076,60.413219547269776,-10.8434741692367,1238.4961169,1319.9621594072091,1157.030074392791,13.155639552770094,0.6177692416954087,0.6167,Presco Plc,2.30T,2.5859970115259907,86.48648648648643,80.83500000000001,48.40594445170892,HOLD 🟡
2025-07-21 10:00:00,NSENG:PRESCO,1292.4821,1322.30861,1292.4821,1322.30861,2358515.29394488,69.78417266187051,1116.6433731334253,995.9304572077664,53.4069424774932,59.011964133314464,-5.605021655821261,1249.9296123999998,1306.0324648844041,1193.8267599155954,8.976961890946937,1.145056306362679,0.6167,Presco Plc,2.30T,2.584304038253454,60.43165467625897,80.83500000000001,40.588648422004425,SELL 🔴
